,EmployeeNumber,Age,Attrition,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,RelationshipSatisfaction,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
816,1132,39,No,Research & Development,3,Life Sciences,3,Male,3,2,Laboratory Technician,2,6782,3,5,4,3
817,1133,36,No,Research & Development,4,Life Sciences,1,Male,3,2,Manufacturing Director,4,7779,1,11,9,9
818,1135,31,No,Sales,3,Life Sciences,3,Male,4,1,Sales Representative,4,2791,1,2,2,2
819,1136,28,No,Research & Development,1,Life Sciences,1,Male,2,1,Research Scientist,2,3201,1,5,3,4
820,1137,35,No,Sales,2,Marketing,4,Male,3,2,Sales Executive,4,4968,4,5,2,2
821,1138,49,No,Sales,4,Technical Degree,4,Male,2,4,Sales Executive,2,13120,2,9,8,3
822,1140,34,No,Research & Development,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,4033,4,3,2,2
823,1143,29,No,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,2,3291,4,7,5,1
824,1148,42,No,Research & Development,3,Medical,2,Male,1,2,Laboratory Technician,4,4272,1,1,0,0
825,1150,29,No,Research & Development,1,Medical,2,Male,2,2,Manufacturing Director,4,5056,3,10,7,2
826,1152,38,No,Human Resources,3,Human Resources,3,Male,4,1,Human Resources,3,2844,4,7,6,0
827,1154,28,No,Research & Development,3,Life Sciences,3,Male,2,1,Research Scientist,3,2703,4,3,1,2
828,1156,18,Yes,Research & Development,1,Medical,3,Male,3,1,Laboratory Technician,3,1904,4,0,0,0
829,1157,33,Yes,Sales,4,Marketing,1,Female,3,2,Sales Executive,1,8224,1,5,2,3
830,1158,41,No,Research & Development,4,Life Sciences,2,Male,3,1,Laboratory Technician,4,4766,1,1,0,0
831,1160,31,Yes,Research & Development,3,Medical,3,Male,3,1,Laboratory Technician,3,2610,3,2,2,2
832,1161,37,No,Research & Development,2,Medical,3,Female,2,2,Healthcare Representative,4,5731,3,6,2,3
833,1162,27,No,Research & Development,3,Life Sciences,4,Male,2,1,Research Scientist,3,2539,3,4,2,2
834,1163,34,No,Sales,1,Life Sciences,2,Female,3,2,Sales Executive,3,5714,1,6,5,3
835,1164,35,No,Human Resources,4,Technical Degree,3,Male,3,1,Human Resources,3,4323,2,5,4,4
836,1165,29,Yes,Sales,1,Life Sciences,4,Female,2,3,Sales Executive,1,7336,1,11,8,10
837,1166,40,No,Research & Development,4,Medical,2,Female,3,3,Research Director,3,13499,3,18,7,13
838,1167,42,Yes,Sales,3,Life Sciences,3,Male,3,4,Sales Executive,1,13758,2,21,9,14
839,1171,42,No,Sales,4,Marketing,2,Male,3,2,Sales Executive,1,5155,4,6,4,5
840,1172,35,No,Research & Development,4,Medical,4,Male,2,1,Laboratory Technician,3,2258,2,8,0,7
841,1173,24,No,Research & Development,3,Medical,4,Male,3,1,Laboratory Technician,2,3597,4,4,3,2
842,1175,28,Yes,Research & Development,1,Life Sciences,3,Female,3,1,Laboratory Technician,4,2515,4,1,1,0
843,1177,26,No,Research & Development,4,Medical,1,Male,4,1,Laboratory Technician,4,4420,2,8,7,7
844,1179,30,No,Sales,3,Marketing,3,Male,2,2,Sales Executive,3,6578,1,10,3,4
845,1180,40,No,Research & Development,2,Medical,3,Female,2,2,Research Scientist,4,4422,4,1,1,0
846,1182,35,No,Research & Development,3,Life Sciences,3,Male,2,3,Manufacturing Director,2,10274,2,7,7,4
847,1184,34,No,Research & Development,3,Medical,4,Male,2,2,Healthcare Representative,1,5343,3,13,9,9
848,1185,35,No,Research & Development,4,Other,4,Male,2,1,Laboratory Technician,4,2376,2,2,2,2
849,1188,43,Yes,Sales,3,Marketing,1,Female,1,2,Sales Executive,3,5346,2,4,3,3
850,1190,32,No,Sales,1,Life Sciences,3,Female,3,1,Sales Representative,1,2827,3,1,0,0
851,1191,56,No,Research & Development,4,Technical Degree,4,Female,3,5,Manager,1,19943,4,5,2,2
852,1192,29,No,Research & Development,1,Medical,2,Female,3,1,Laboratory Technician,4,3131,1,10,8,8
853,1193,19,No,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,1,2552,3,1,1,0
854,1195,45,No,Research & Development,3,Medical,1,Female,3,1,Research Scientist,3,4477,3,3,2,2
855,1196,37,No,Research & Development,3,Life Sciences,4,Female,2,2,Manufacturing Director,4,6474,2,14,8,11
856,1198,20,No,Research & Development,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,3033,1,2,2,2
857,1200,44,Yes,Research & Development,4,Life Sciences,3,Male,3,1,Research Scientist,3,2936,3,6,4,2
858,1201,53,No,Research & Development,2,Medical,4,Female,3,5,Manager,3,18606,2,7,7,7
859,1202,29,No,Research & Development,1,Life Sciences,2,Female,1,1,Research Scientist,4,2168,1,5,4,3
860,1203,22,Yes,Research & Development,4,Life Sciences,3,Male,2,1,Research Scientist,4,2853,2,0,0,0
861,1204,46,No,Sales,3,Marketing,3,Female,3,4,Manager,1,17048,1,26,15,9
862,1206,44,No,Research & Development,3,Life Sciences,4,Male,1,1,Research Scientist,3,2290,4,0,0,0
863,1207,33,No,Human Resources,3,Human Resources,2,Male,3,1,Human Resources,3,3600,4,5,4,4
864,1210,41,Yes,Research & Development,2,Life Sciences,1,Male,2,1,Research Scientist,1,2107,1,1,0,0
865,1211,30,No,Sales,4,Life Sciences,3,Male,3,2,Sales Executive,1,4115,3,4,3,3
866,1212,40,No,Sales,4,Medical,2,Male,3,2,Sales Executive,2,4327,4,0,0,0
867,1215,50,No,Research & Development,3,Medical,4,Female,3,4,Manager,1,17856,3,2,2,2
868,1216,28,No,Research & Development,4,Medical,4,Male,2,1,Laboratory Technician,1,3196,3,6,5,3
869,1217,46,No,Research & Development,2,Life Sciences,4,Male,3,5,Research Director,2,19081,1,4,2,3
870,1218,35,No,Sales,4,Life Sciences,3,Male,3,2,Sales Executive,1,8966,4,7,7,7
871,1219,24,Yes,Research & Development,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,2210,1,1,0,0
872,1220,33,No,Sales,3,Medical,2,Female,3,2,Sales Executive,3,4539,1,10,7,1
873,1221,36,No,Research & Development,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,2741,3,7,7,7
874,1224,30,No,Research & Development,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,3491,1,10,7,9
875,1225,44,No,Research & Development,4,Other,4,Male,3,2,Research Scientist,4,4541,2,20,11,17
876,1226,20,No,Sales,3,Marketing,3,Male,4,1,Sales Representative,4,2678,4,2,1,2
877,1228,46,No,Research & Development,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,7379,3,6,3,4
878,1231,42,No,Human Resources,5,Medical,4,Male,4,2,Human Resources,1,6272,1,4,3,3
879,1233,60,No,Sales,4,Marketing,2,Male,4,2,Sales Executive,4,5220,2,11,7,9
880,1234,32,No,Research & Development,3,Other,3,Female,2,1,Laboratory Technician,2,2743,3,2,2,2
881,1235,32,No,Research & Development,2,Life Sciences,4,Female,3,2,Research Scientist,3,4998,4,8,7,7
882,1237,36,No,Research & Development,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,10252,3,7,7,7
883,1238,33,No,Research & Development,3,Medical,1,Male,3,1,Research Scientist,4,2781,2,14,10,10
884,1239,40,No,Sales,3,Technical Degree,2,Female,2,2,Sales Executive,2,6852,2,5,1,3
885,1240,25,No,Sales,4,Life Sciences,3,Male,3,2,Sales Executive,4,4950,2,4,3,1
886,1241,30,No,Research & Development,3,Medical,4,Male,3,1,Research Scientist,2,3579,1,11,9,7
887,1242,42,No,Research & Development,5,Medical,1,Female,3,3,Research Director,1,13191,3,1,0,0
888,1243,35,No,Sales,2,Marketing,3,Female,2,3,Sales Executive,4,10377,2,13,2,12
889,1244,27,No,Research & Development,3,Life Sciences,1,Male,3,1,Research Scientist,1,2235,4,9,7,8
890,1245,54,No,Research & Development,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,10502,1,5,4,4
891,1246,44,No,Research & Development,1,Life Sciences,1,Female,4,1,Research Scientist,4,2011,4,10,5,7
892,1248,19,Yes,Research & Development,3,Medical,1,Female,2,1,Research Scientist,2,1859,2,1,1,0
893,1249,29,No,Research & Development,3,Life Sciences,1,Female,3,1,Research Scientist,4,3760,1,3,2,2
894,1250,54,No,Research & Development,3,Life Sciences,4,Male,3,4,Research Director,4,17779,1,10,9,9
895,1251,31,No,Research & Development,2,Medical,3,Male,3,2,Healthcare Representative,1,6833,4,6,5,1
896,1252,31,No,Research & Development,3,Medical,3,Female,2,2,Healthcare Representative,1,6812,2,10,9,8
897,1254,59,No,Sales,3,Life Sciences,3,Female,2,2,Sales Executive,4,5171,4,6,1,5
898,1255,43,No,Research & Development,3,Life Sciences,3,Male,1,5,Research Director,4,19740,2,8,7,7
899,1256,49,No,Research & Development,2,Medical,1,Male,2,5,Manager,3,18711,3,1,0,0
900,1257,36,No,Research & Development,3,Technical Degree,3,Male,3,1,Research Scientist,2,3692,3,11,10,7
901,1258,48,No,Research & Development,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,2559,3,1,0,0
902,1259,27,No,Research & Development,2,Life Sciences,1,Male,3,1,Research Scientist,3,2517,2,5,3,3
903,1260,29,No,Research & Development,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,6623,2,6,0,0
904,1263,48,No,Research & Development,3,Life Sciences,4,Male,2,5,Research Director,4,18265,3,1,0,0
905,1264,29,No,Research & Development,3,Life Sciences,4,Female,2,4,Research Director,4,16124,2,7,7,7
906,1265,34,No,Research & Development,3,Technical Degree,3,Female,4,1,Research Scientist,3,2585,4,1,0,0
907,1267,44,No,Sales,3,Marketing,2,Male,3,5,Manager,2,18213,3,22,9,10
908,1268,33,No,Sales,5,Marketing,4,Male,4,3,Sales Executive,3,8380,4,9,8,8
909,1269,19,No,Research & Development,3,Life Sciences,2,Female,4,1,Research Scientist,4,2994,4,1,0,1
910,1270,23,No,Research & Development,2,Life Sciences,4,Male,3,1,Research Scientist,3,1223,4,1,0,1
911,1273,25,Yes,Sales,1,Life Sciences,3,Male,1,1,Sales Representative,4,1118,4,1,0,0
912,1275,26,No,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,4,2875,2,8,5,2
913,1277,45,Yes,Sales,3,Marketing,1,Female,1,5,Manager,2,18824,1,24,10,11
914,1278,55,No,Research & Development,1,Medical,4,Male,2,4,Healthcare Representative,2,13577,4,33,9,0
915,1279,21,Yes,Research & Development,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,2625,3,2,2,2
916,1280,46,No,Sales,2,Marketing,4,Female,2,5,Manager,2,18789,3,11,4,8
917,1281,34,No,Sales,3,Marketing,3,Female,3,2,Sales Executive,1,4538,4,3,2,2
918,1282,51,No,Sales,3,Life Sciences,4,Male,3,5,Manager,2,19847,1,29,10,10
919,1283,59,No,Research & Development,4,Medical,4,Male,3,3,Manufacturing Director,4,10512,4,9,7,4
920,1285,34,No,Research & Development,3,Medical,3,Female,3,2,Laboratory Technician,2,4444,3,11,8,10
921,1286,28,No,Research & Development,4,Medical,4,Male,3,1,Laboratory Technician,3,2154,3,4,2,2
922,1288,44,No,Research & Development,2,Life Sciences,3,Male,4,5,Manager,1,19190,4,25,9,13
923,1289,34,No,Human Resources,3,Life Sciences,3,Male,2,2,Human Resources,2,4490,4,10,9,8
924,1291,35,No,Research & Development,1,Life Sciences,3,Male,3,1,Research Scientist,3,3506,4,3,2,2
925,1292,42,No,Research & Development,4,Medical,2,Female,4,2,Research Scientist,2,2372,4,1,0,0
926,1293,43,No,Sales,4,Marketing,4,Female,2,3,Sales Executive,4,10231,4,21,7,17
927,1294,36,No,Research & Development,4,Life Sciences,3,Female,3,2,Manufacturing Director,2,5410,4,16,14,12
928,1295,44,Yes,Research & Development,3,Medical,1,Female,3,3,Healthcare Representative,4,7978,4,10,7,5
929,1296,28,No,Research & Development,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,3867,2,2,2,2
930,1297,51,No,Research & Development,2,Medical,2,Female,2,1,Laboratory Technician,3,2838,2,7,0,7
931,1298,30,No,Research & Development,2,Medical,3,Female,3,2,Manufacturing Director,3,4695,3,8,4,7
932,1299,29,Yes,Research & Development,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,3339,1,7,7,7
933,1301,28,No,Research & Development,3,Technical Degree,4,Male,3,1,Research Scientist,1,2080,2,3,2,2
934,1303,25,No,Research & Development,3,Medical,4,Female,3,1,Research Scientist,2,2096,4,2,2,1
935,1304,32,No,Sales,3,Medical,3,Male,4,2,Sales Executive,4,6209,3,10,7,8
936,1306,45,No,Research & Development,3,Medical,2,Female,3,5,Manager,2,18061,3,0,0,0
937,1307,39,No,Research & Development,4,Medical,3,Female,2,4,Manager,2,17123,4,19,9,2
938,1308,58,No,Research & Development,4,Life Sciences,1,Male,3,1,Research Scientist,3,2372,4,2,2,2
939,1309,32,Yes,Research & Development,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,4883,1,10,4,1
940,1310,39,Yes,Research & Development,3,Medical,3,Male,3,1,Research Scientist,1,3904,1,5,2,3
941,1311,30,No,Research & Development,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,4627,1,9,2,7
942,1312,36,No,Research & Development,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,7094,1,7,7,7
943,1314,46,No,Human Resources,2,Life Sciences,4,Female,3,1,Human Resources,1,3423,3,7,6,7
944,1315,28,No,Research & Development,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,6674,1,9,8,5
945,1317,50,No,Research & Development,3,Life Sciences,4,Female,3,4,Research Director,1,16880,2,3,2,2
946,1318,40,Yes,Sales,4,Marketing,4,Male,2,3,Sales Executive,2,9094,3,5,4,0
947,1319,52,Yes,Sales,3,Life Sciences,2,Male,3,3,Sales Executive,2,8446,3,8,7,7
948,1321,30,No,Research & Development,4,Medical,2,Female,3,3,Manager,1,11916,4,9,1,8
949,1322,39,No,Research & Development,2,Life Sciences,1,Male,3,2,Manufacturing Director,3,4534,1,8,7,7
950,1324,31,No,Sales,4,Life Sciences,4,Female,3,3,Sales Executive,3,9852,1,10,8,6
951,1329,41,No,Sales,2,Medical,3,Male,1,2,Sales Executive,2,6151,1,19,2,9
952,1331,31,Yes,Sales,3,Life Sciences,4,Female,3,1,Sales Representative,2,2302,1,3,2,2
953,1333,44,Yes,Research & Development,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,2362,3,3,2,2
954,1334,42,No,Research & Development,1,Life Sciences,3,Male,3,4,Manager,3,17861,4,20,8,10
955,1336,55,No,Research & Development,2,Medical,4,Female,1,5,Manager,3,19187,4,19,9,11
956,1338,56,No,Human Resources,4,Life Sciences,4,Male,3,5,Manager,2,19717,1,7,3,7
957,1340,40,No,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,3,3544,2,4,2,0
958,1344,34,No,Research & Development,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,8500,4,9,7,6
959,1346,40,No,Research & Development,3,Life Sciences,3,Male,3,2,Research Scientist,4,4661,3,9,8,8
960,1349,41,No,Sales,3,Marketing,3,Female,3,2,Sales Executive,1,4103,4,9,3,7
961,1350,35,No,Research & Development,4,Life Sciences,3,Male,3,2,Research Scientist,3,4249,2,9,6,1
962,1352,51,No,Human Resources,3,Life Sciences,3,Male,3,4,Manager,2,14026,2,33,9,10
963,1355,38,No,Sales,2,Life Sciences,2,Female,3,2,Sales Executive,1,6893,4,7,7,7
964,1356,34,No,Sales,2,Medical,3,Female,3,2,Sales Executive,1,6125,4,10,8,6
965,1358,25,No,Research & Development,1,Medical,4,Male,3,1,Laboratory Technician,4,3669,3,3,2,2
966,1360,58,Yes,Research & Development,4,Medical,3,Female,2,3,Manufacturing Director,1,10008,4,10,9,9
967,1361,40,No,Research & Development,4,Life Sciences,2,Male,3,1,Laboratory Technician,2,2387,3,4,2,3
968,1362,36,No,Sales,3,Marketing,1,Female,4,2,Sales Executive,1,4639,4,15,7,13
969,1363,48,No,Research & Development,3,Life Sciences,4,Male,3,3,Manufacturing Director,4,7898,3,10,9,8
970,1364,27,No,Sales,3,Medical,3,Female,4,1,Sales Representative,4,2534,2,1,0,0
971,1367,51,No,Research & Development,2,Technical Degree,4,Female,2,4,Manufacturing Director,2,13142,2,5,2,3
972,1368,18,No,Research & Development,3,Life Sciences,4,Female,3,1,Laboratory Technician,4,1611,3,0,0,0
973,1369,35,No,Research & Development,3,Medical,4,Female,2,2,Laboratory Technician,4,5363,2,9,7,0
974,1371,27,No,Sales,1,Life Sciences,4,Male,1,2,Sales Executive,4,5071,2,6,2,0
975,1372,55,Yes,Sales,4,Marketing,1,Male,4,4,Sales Executive,3,13695,3,19,7,8
976,1373,56,No,Research & Development,3,Life Sciences,4,Male,3,4,Manufacturing Director,2,13402,1,19,16,9
977,1374,34,No,Research & Development,1,Technical Degree,1,Female,2,1,Research Scientist,3,2029,3,5,4,0
978,1375,40,No,Research & Development,1,Medical,2,Female,4,2,Healthcare Representative,3,6377,2,12,11,8
979,1377,34,No,Research & Development,3,Medical,2,Male,3,2,Laboratory Technician,3,5429,1,8,7,7
980,1379,31,Yes,Sales,3,Life Sciences,3,Female,2,1,Sales Representative,4,2785,3,1,0,0
981,1380,35,Yes,Sales,4,Marketing,4,Female,3,2,Sales Executive,3,4614,3,4,2,2
982,1382,38,No,Research & Development,3,Life Sciences,4,Male,4,1,Research Scientist,3,2610,4,4,2,3
983,1383,34,No,Research & Development,4,Technical Degree,3,Female,3,2,Healthcare Representative,4,6687,4,14,11,11
984,1387,28,No,Sales,3,Life Sciences,3,Male,2,2,Sales Executive,1,4724,3,5,3,4
985,1389,31,Yes,Research & Development,4,Medical,4,Male,3,2,Manufacturing Director,3,6179,4,10,2,7
986,1390,39,No,Sales,4,Life Sciences,1,Male,2,2,Sales Executive,4,6120,4,5,4,4
987,1391,51,No,Sales,3,Marketing,2,Male,3,3,Sales Executive,2,10596,2,4,2,2
988,1392,41,No,Research & Development,3,Life Sciences,4,Female,3,2,Research Scientist,4,5467,1,6,2,3
989,1394,37,No,Research & Development,1,Life Sciences,3,Male,3,1,Research Scientist,3,2996,4,6,4,3
990,1395,33,No,Sales,1,Life Sciences,2,Male,3,2,Sales Executive,4,9998,1,5,4,2
991,1396,32,No,Sales,1,Marketing,3,Male,3,2,Sales Executive,2,4078,1,3,2,2
992,1397,39,No,Research & Development,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,10920,2,6,4,5
993,1399,25,No,Sales,1,Life Sciences,1,Male,4,2,Sales Executive,3,6232,2,3,2,2
994,1401,52,No,Research & Development,2,Medical,4,Female,4,4,Manufacturing Director,3,13247,2,5,3,2
995,1402,43,No,Research & Development,3,Medical,1,Female,2,2,Research Scientist,3,4081,1,20,7,8
996,1403,27,No,Sales,3,Marketing,4,Female,2,2,Sales Executive,4,5769,4,6,2,4
997,1405,27,Yes,Research & Development,4,Life Sciences,4,Female,3,1,Research Scientist,3,2394,4,8,2,7
998,1407,26,No,Research & Development,1,Medical,1,Male,2,1,Research Scientist,4,3904,4,4,3,1
999,1408,42,No,Human Resources,3,Human Resources,3,Female,3,4,Manager,1,16799,3,20,7,9
1000,1409,52,No,Research & Development,4,Other,3,Female,3,1,Laboratory Technician,1,2950,3,5,4,4
1001,1411,37,No,Research & Development,3,Medical,1,Female,3,1,Laboratory Technician,3,3629,1,3,2,2
1002,1412,35,No,Research & Development,2,Life Sciences,3,Male,3,3,Manufacturing Director,4,9362,3,2,2,2
1003,1415,25,No,Research & Development,3,Technical Degree,1,Male,3,1,Laboratory Technician,4,3229,2,3,2,2
1004,1417,26,No,Research & Development,3,Other,3,Male,4,1,Laboratory Technician,1,3578,4,7,7,7
1005,1419,29,No,Human Resources,3,Other,2,Male,2,3,Human Resources,1,7988,1,10,9,9
1006,1420,49,Yes,Research & Development,2,Life Sciences,1,Male,2,2,Laboratory Technician,1,4284,1,4,3,3
1007,1421,29,Yes,Research & Development,1,Other,3,Female,3,3,Healthcare Representative,4,7553,1,8,7,7
1008,1422,54,No,Research & Development,3,Medical,4,Female,3,4,Research Director,4,17328,4,20,7,7
1009,1423,58,No,Research & Development,3,Medical,4,Female,3,5,Research Director,1,19701,3,9,8,5
1010,1424,55,No,Research & Development,4,Medical,2,Male,4,4,Research Director,4,14732,4,7,7,0
1011,1425,36,No,Sales,4,Marketing,1,Female,3,2,Sales Executive,2,9278,4,5,4,1
1012,1427,31,Yes,Sales,4,Life Sciences,2,Female,1,1,Sales Representative,3,1359,2,1,0,0
1013,1428,30,No,Sales,4,Marketing,4,Female,3,2,Sales Executive,1,4779,2,3,2,2
1014,1430,31,No,Research & Development,5,Life Sciences,1,Female,3,4,Research Director,2,16422,3,3,2,0
1015,1431,34,No,Research & Development,4,Other,4,Male,3,1,Research Scientist,1,2996,3,4,3,3
1016,1433,31,Yes,Research & Development,3,Life Sciences,1,Female,2,1,Research Scientist,2,1261,3,1,0,0
1017,1434,27,No,Research & Development,1,Life Sciences,2,Male,3,1,Laboratory Technician,1,2099,2,5,0,4
1018,1435,36,No,Research & Development,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,5810,3,10,4,8
1019,1436,36,No,Sales,4,Marketing,3,Female,2,2,Sales Executive,1,5647,1,3,2,2
1020,1438,47,No,Research & Development,3,Technical Degree,1,Male,3,1,Research Scientist,4,3420,3,6,5,2
1021,1439,25,Yes,Sales,2,Life Sciences,1,Male,2,1,Sales Representative,1,4400,1,3,2,2
1022,1440,37,No,Research & Development,2,Technical Degree,3,Male,4,1,Laboratory Technician,3,3500,1,6,5,3
1023,1441,56,No,Research & Development,2,Life Sciences,1,Female,3,1,Research Scientist,1,2066,4,3,2,0
1024,1443,47,No,Research & Development,4,Medical,1,Female,3,4,Research Director,3,17169,2,20,17,6
1025,1445,24,No,Sales,1,Medical,4,Female,3,2,Sales Executive,3,4162,3,5,4,3
1026,1446,32,No,Sales,5,Marketing,4,Male,3,2,Sales Executive,4,9204,3,4,3,3
1027,1447,34,No,Research & Development,3,Life Sciences,4,Female,2,1,Laboratory Technician,2,3294,1,5,4,2
1028,1448,41,No,Research & Development,5,Medical,2,Male,4,1,Research Scientist,3,2127,1,4,2,3
1029,1449,40,No,Research & Development,4,Other,3,Male,3,2,Laboratory Technician,3,3975,3,8,7,7
1030,1453,31,No,Sales,2,Life Sciences,1,Male,3,3,Sales Executive,4,10793,1,13,7,9
1031,1457,46,Yes,Sales,3,Marketing,1,Male,3,3,Sales Executive,4,10096,1,7,7,3
1032,1458,39,Yes,Research & Development,3,Life Sciences,1,Female,2,1,Laboratory Technician,1,3646,2,1,0,0
1033,1459,31,Yes,Research & Development,5,Life Sciences,3,Female,4,3,Manufacturing Director,2,7446,1,10,8,7
1034,1460,45,No,Research & Development,3,Medical,2,Male,1,3,Healthcare Representative,1,10851,2,7,7,7
1035,1461,31,No,Human Resources,2,Medical,4,Female,4,1,Human Resources,2,2109,4,3,2,2
1036,1464,31,Yes,Research & Development,3,Life Sciences,2,Male,3,1,Laboratory Technician,4,3722,3,2,2,2
1037,1465,45,No,Research & Development,3,Technical Degree,2,Male,3,3,Manufacturing Director,4,9380,4,3,1,2
1038,1466,48,No,Sales,3,Marketing,3,Male,3,2,Sales Executive,1,5486,1,2,2,2
1039,1467,34,Yes,Human Resources,4,Technical Degree,1,Female,3,1,Human Resources,3,2742,4,2,2,2
1040,1468,40,No,Research & Development,1,Medical,4,Male,2,3,Research Director,2,13757,3,9,8,8
1041,1469,28,No,Sales,3,Medical,4,Male,3,2,Sales Executive,1,8463,4,5,4,3
1042,1471,44,No,Research & Development,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,3162,4,5,2,3
1043,1472,53,No,Research & Development,3,Medical,4,Male,4,4,Research Director,2,16598,2,9,8,8
1044,1473,49,No,Research & Development,4,Technical Degree,1,Male,3,2,Healthcare Representative,3,6651,2,3,2,2
1045,1474,40,No,Research & Development,3,Medical,3,Male,3,1,Research Scientist,3,2345,3,3,1,2
1046,1475,44,No,Research & Development,3,Life Sciences,4,Male,3,1,Research Scientist,2,3420,3,5,2,3
1047,1477,33,No,Sales,3,Medical,4,Male,3,2,Sales Executive,1,4373,1,4,3,3
1048,1478,34,No,Sales,3,Other,4,Male,1,2,Sales Executive,1,4759,4,13,9,12
1049,1479,30,No,Sales,1,Life Sciences,4,Male,3,2,Sales Executive,3,5301,3,2,1,2
1050,1480,42,No,Research & Development,2,Medical,1,Female,3,1,Laboratory Technician,4,3673,3,12,9,8
1051,1481,44,No,Sales,5,Marketing,1,Female,3,2,Sales Executive,3,4768,3,1,0,0
1052,1482,30,No,Research & Development,3,Technical Degree,3,Male,3,1,Research Scientist,3,1274,2,1,0,0
1053,1483,57,No,Research & Development,2,Life Sciences,2,Male,4,2,Research Scientist,3,4900,1,12,9,8
1054,1484,49,No,Research & Development,4,Life Sciences,3,Male,3,3,Healthcare Representative,2,10466,2,8,7,7
1055,1485,34,No,Research & Development,3,Medical,2,Male,3,4,Research Director,1,17007,4,14,8,9
1056,1486,28,Yes,Sales,3,Technical Degree,1,Male,3,1,Sales Representative,3,2909,4,3,2,2
1057,1487,29,Yes,Sales,3,Technical Degree,1,Female,3,2,Sales Executive,2,5765,1,5,3,0
1058,1489,34,Yes,Sales,4,Medical,1,Female,2,2,Sales Executive,2,4599,3,15,9,10
1059,1492,35,No,Sales,1,Life Sciences,4,Male,3,1,Sales Representative,3,2404,1,1,0,0
1060,1494,24,Yes,Research & Development,3,Medical,2,Male,3,1,Laboratory Technician,1,3172,3,0,0,0
1061,1495,24,No,Sales,2,Life Sciences,4,Female,3,1,Sales Representative,2,2033,3,1,0,0
1062,1496,44,No,Research & Development,1,Medical,2,Male,3,3,Manufacturing Director,3,10209,2,2,2,2
1063,1497,29,No,Sales,3,Life Sciences,3,Male,2,2,Sales Executive,3,8620,3,10,7,4
1064,1499,30,No,Human Resources,3,Life Sciences,3,Male,3,1,Human Resources,3,2064,1,5,3,3
1065,1501,55,No,Research & Development,4,Life Sciences,4,Male,3,2,Healthcare Representative,3,4035,2,3,2,2
1066,1502,33,No,Research & Development,4,Medical,1,Female,2,1,Laboratory Technician,2,3838,4,5,4,2
1067,1503,47,No,Sales,3,Medical,3,Female,3,2,Sales Executive,3,4591,3,5,4,2
1068,1504,28,Yes,Research & Development,2,Medical,3,Male,2,1,Laboratory Technician,1,2561,3,0,0,0
1069,1506,28,No,Research & Development,3,Life Sciences,1,Male,2,1,Research Scientist,3,1563,4,1,0,0
1070,1507,28,No,Sales,3,Life Sciences,3,Male,3,2,Sales Executive,1,4898,4,4,2,3
1071,1509,49,No,Research & Development,2,Medical,3,Female,2,2,Laboratory Technician,1,4789,1,3,2,2
1072,1513,29,No,Research & Development,1,Life Sciences,4,Female,3,1,Laboratory Technician,2,3180,3,3,2,2
1073,1514,28,No,Research & Development,1,Life Sciences,3,Male,1,2,Manufacturing Director,2,6549,2,8,6,7
1074,1515,33,No,Research & Development,5,Life Sciences,4,Male,3,2,Healthcare Representative,3,6388,1,0,0,0
1075,1516,32,No,Research & Development,3,Medical,3,Male,3,3,Manager,4,11244,2,5,2,0
1076,1520,54,No,Research & Development,4,Medical,2,Female,3,4,Manager,4,16032,1,14,9,12
1077,1522,29,Yes,Research & Development,4,Technical Degree,1,Male,2,1,Research Scientist,1,2362,3,9,7,7
1078,1523,44,No,Research & Development,3,Life Sciences,4,Male,3,4,Research Director,1,16328,3,20,6,17
1079,1525,39,No,Research & Development,3,Life Sciences,2,Female,3,3,Manufacturing Director,2,8376,4,2,0,2
1080,1527,46,No,Sales,3,Life Sciences,3,Female,3,4,Manager,2,16606,4,13,12,1
1081,1529,35,No,Research & Development,3,Life Sciences,4,Female,2,3,Healthcare Representative,2,8606,4,11,8,3
